"Average","Stdev"
0.244940358230974,0.122771210343465
0.244940358230974,0.122771210343465
0.244940358230974,0.122771210343465
0.244940358230974,0.122771210343465
0.244940358230974,0.122771210343465
0.244940358230974,0.122771210343465
0.244940358230974,0.122771210343465
0.244940358230974,0.122771210343465
0.244940358230974,0.122771210343465
0.244940358230974,0.122771210343465
0.244940358230974,0.122771210343465
0.244940358230974,0.122771210343465
0.244940358230974,0.122771210343465
0.244940358230974,0.122771210343465
0.244940358230974,0.122771210343465
0.244940358230974,0.122771210343465
0.244940358230974,0.122771210343465
0.244940358230974,0.122771210343465
0.244940358230974,0.122771210343465
0.244940358230974,0.122771210343465
