"Average","Stdev"
0.0433650217235309,0.0555380651534948
0.0433650217235309,0.0555380651534948
0.0433650217235309,0.0555380651534948
0.0433650217235309,0.0555380651534948
0.0433650217235309,0.0555380651534948
0.0433650217235309,0.0555380651534948
0.0433650217235309,0.0555380651534948
0.0433650217235309,0.0555380651534948
0.0433650217235309,0.0555380651534948
0.0433650217235309,0.0555380651534948
0.0433650217235309,0.0555380651534948
0.0433650217235309,0.0555380651534948
0.0433650217235309,0.0555380651534948
0.0433650217235309,0.0555380651534948
0.0433650217235309,0.0555380651534948
0.0433650217235309,0.0555380651534948
0.0433650217235309,0.0555380651534948
0.0433650217235309,0.0555380651534948
0.0433650217235309,0.0555380651534948
0.0433650217235309,0.0555380651534948
