"Average","Stdev"
0.0632219899265583,0.0835423744521937
0.0632219899265583,0.0835423744521937
0.0632219899265583,0.0835423744521937
0.0632219899265583,0.0835423744521937
0.0632219899265583,0.0835423744521937
0.0632219899265583,0.0835423744521937
0.0632219899265583,0.0835423744521937
0.0632219899265583,0.0835423744521937
0.0632219899265583,0.0835423744521937
0.0632219899265583,0.0835423744521937
0.0632219899265583,0.0835423744521937
0.0632219899265583,0.0835423744521937
0.0632219899265583,0.0835423744521937
0.0632219899265583,0.0835423744521937
0.0632219899265583,0.0835423744521937
0.0632219899265583,0.0835423744521937
0.0632219899265583,0.0835423744521937
0.0632219899265583,0.0835423744521937
0.0632219899265583,0.0835423744521937
0.0632219899265583,0.0835423744521937
