PC, FCI
0.44885853083998634,0.2290571256784528
0.44885853083998634,0.2290571256784528
0.44885853083998634,0.2290571256784528
0.44885853083998634,0.2290571256784528
0.44885853083998634,0.22705211314712448
0.44885853083998634,0.22705211314712448
0.44885853083998634,0.22705211314712448
0.44885853083998634,0.22705211314712448
0.44885853083998634,0.22705211314712448
0.44885853083998634,0.22705211314712448
0.44885853083998634,0.22705211314712448
0.44885853083998634,0.22705211314712448
0.44885853083998634,0.2290571256784528
0.44885853083998634,0.2290571256784528
0.44885853083998634,0.2290571256784528
0.44885853083998634,0.2290571256784528
0.44885853083998634,0.2290571256784528
0.44885853083998634,0.2290571256784528
0.5112228753533101,0.19890748270164552
0.5112228753533101,0.19890748270164552
0.5112228753533101,0.1978859093819355
0.5112228753533101,0.1978859093819355
0.5112228753533101,0.19890748270164552
0.5112228753533101,0.19890748270164552
0.5112228753533101,0.19824872117331874
0.5112228753533101,0.19824872117331874
0.5112228753533101,0.19890748270164552
0.5112228753533101,0.19890748270164552
0.5112228753533101,0.19890748270164552
0.5112228753533101,0.19890748270164552
0.5112228753533101,0.1978859093819355
0.5112228753533101,0.1978859093819355
0.5112228753533101,0.1985707823649452
0.5112228753533101,0.1985707823649452
0.5112228753533101,0.19824872117331874
0.5112228753533101,0.19824872117331874
0.4546972403929969,0.19103364991467453
0.4546972403929969,0.19103364991467453
0.4546972403929969,0.18887315608751404
0.4546972403929969,0.18887315608751404
0.4546972403929969,0.19103364991467453
0.4546972403929969,0.19103364991467453
0.4546972403929969,0.18887315608751404
0.4546972403929969,0.18887315608751404
0.4546972403929969,0.18800376937088725
0.4546972403929969,0.18800376937088725
0.4546972403929969,0.18800376937088725
0.4546972403929969,0.18800376937088725
0.4546972403929969,0.19103364991467453
0.4546972403929969,0.19103364991467453
0.4546972403929969,0.18800376937088725
0.4546972403929969,0.18800376937088725
0.4546972403929969,0.18887315608751404
0.4546972403929969,0.18887315608751404
0.49491807764956175,0.24050114441927312
0.49491807764956175,0.24050114441927312
0.49491807764956175,0.2400218415870291
0.49491807764956175,0.2400218415870291
0.49491807764956175,0.2400218415870291
0.49491807764956175,0.2400218415870291
0.49491807764956175,0.2400218415870291
0.49491807764956175,0.2400218415870291
0.49491807764956175,0.24121393267923116
0.49491807764956175,0.24121393267923116
0.49491807764956175,0.24121393267923116
0.49491807764956175,0.24121393267923116
0.49491807764956175,0.24050114441927312
0.49491807764956175,0.24050114441927312
0.49491807764956175,0.2400218415870291
0.49491807764956175,0.2400218415870291
0.49491807764956175,0.24050114441927312
0.49491807764956175,0.24050114441927312
0.5956582606801906,0.2708825559063418
0.5956582606801906,0.2708825559063418
0.5956582606801906,0.26756457665307437
0.5956582606801906,0.26756457665307437
0.5956582606801906,0.2658104572068576
0.5956582606801906,0.2658104572068576
0.5956582606801906,0.26760920322391996
0.5956582606801906,0.26760920322391996
0.5956582606801906,0.2673505703411736
0.5956582606801906,0.2673505703411736
0.5956582606801906,0.2690616360489018
0.5956582606801906,0.2690616360489018
0.5956582606801906,0.26756457665307437
0.5956582606801906,0.26756457665307437
0.5956582606801906,0.26869179082376676
0.5956582606801906,0.26869179082376676
0.5956582606801906,0.2700337124555435
0.5956582606801906,0.2700337124555435
0.46412943498270615,0.26905148885825214
0.46412943498270615,0.26905148885825214
0.46412943498270615,0.2653656833413854
0.46412943498270615,0.2653656833413854
0.46412943498270615,0.2624828729917235
0.46412943498270615,0.2624828729917235
0.46412943498270615,0.2652269354804097
0.46412943498270615,0.2652269354804097
0.46412943498270615,0.26089836781204934
0.46412943498270615,0.26089836781204934
0.46412943498270615,0.2649732141917422
0.46412943498270615,0.2649732141917422
0.46412943498270615,0.2703350195607216
0.46412943498270615,0.2703350195607216
0.46412943498270615,0.26281734536920665
0.46412943498270615,0.26281734536920665
0.46412943498270615,0.26201451714261076
0.46412943498270615,0.26201451714261076
0.5198149915147326,0.30326616482139734
0.5198149915147326,0.30326616482139734
0.5198149915147326,0.30169539762563014
0.5198149915147326,0.30169539762563014
0.5198149915147326,0.30599433942457194
0.5198149915147326,0.30599433942457194
0.5198149915147326,0.30288556184645476
0.5198149915147326,0.30288556184645476
0.5198149915147326,0.30288556184645476
